Mar. 10, 2019   12:09:40
Cyclic Voltammetry
File: 
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.2
High E (V) = 0.2
Low E (V) = -0.8
Init P/N = N
Scan Rate (V/s) = 0.01
Segment = 7
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
2nd E (V) = 0.6
Sens 2 (A/V) = 1e-4
Comp R (ohm) = 20.0

Segment 1:
Ep = -0.141V
ip = -1.036e-3A
Ah = -6.457e-3C

Segment 2:

Segment 3:
Ep = -0.134V
ip = -1.014e-3A
Ah = -5.793e-3C

Segment 4:

Segment 5:
Ep = -0.145V
ip = -1.007e-3A
Ah = -6.891e-3C

Ep = -0.665V
ip = -2.306e-5A
Ah = -1.842e-5C

Segment 6:

Segment 7:
Ep = -0.140V
ip = -1.012e-3A
Ah = -6.416e-3C

Ep = -0.380V
ip = -1.708e-5A
Ah = -1.052e-5C

Current 2:

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:

Segment 7:

Potential/V, i1/A, i2/A
-0.585, -8.600e-4, 2.863e-5
-0.584, -8.602e-4, 2.847e-5
-0.583, -8.626e-4, 2.854e-5
-0.582, -8.600e-4, 2.842e-5
-0.581, -8.632e-4, 2.847e-5
-0.580, -8.616e-4, 2.834e-5
-0.579, -8.645e-4, 2.838e-5
-0.578, -8.611e-4, 2.823e-5
-0.577, -8.617e-4, 2.833e-5
-0.576, -8.592e-4, 2.824e-5
-0.575, -8.612e-4, 2.834e-5
-0.574, -8.602e-4, 2.821e-5
-0.573, -8.596e-4, 2.825e-5
-0.572, -8.564e-4, 2.815e-5
-0.571, -8.545e-4, 2.825e-5
-0.570, -8.526e-4, 2.819e-5
-0.569, -8.525e-4, 2.828e-5
-0.568, -8.515e-4, 2.821e-5
-0.567, -8.504e-4, 2.830e-5
-0.566, -8.497e-4, 2.826e-5
-0.565, -8.505e-4, 2.834e-5
-0.564, -8.511e-4, 2.830e-5
-0.563, -8.538e-4, 2.841e-5
-0.562, -8.556e-4, 2.828e-5
-0.561, -8.549e-4, 2.838e-5
-0.560, -8.566e-4, 2.823e-5
-0.559, -8.560e-4, 2.833e-5
-0.558, -8.584e-4, 2.831e-5
-0.557, -8.594e-4, 2.827e-5
-0.556, -8.572e-4, 2.822e-5
-0.555, -8.574e-4, 2.828e-5
-0.554, -8.587e-4, 2.813e-5
-0.553, -8.556e-4, 2.815e-5
-0.552, -8.593e-4, 2.814e-5
-0.551, -8.590e-4, 2.823e-5
-0.550, -8.617e-4, 2.812e-5
-0.549, -8.613e-4, 2.819e-5
-0.548, -8.627e-4, 2.810e-5
-0.547, -8.599e-4, 2.805e-5
-0.546, -8.598e-4, 2.793e-5
-0.545, -8.565e-4, 2.799e-5
-0.544, -8.621e-4, 2.799e-5
-0.543, -8.583e-4, 2.796e-5
-0.542, -8.599e-4, 2.793e-5
-0.541, -8.572e-4, 2.786e-5
-0.540, -8.576e-4, 2.788e-5
-0.539, -8.549e-4, 2.789e-5
-0.538, -8.604e-4, 2.800e-5
-0.537, -8.553e-4, 2.775e-5
-0.536, -8.570e-4, 2.788e-5
-0.535, -8.548e-4, 2.787e-5
-0.534, -8.618e-4, 2.784e-5
-0.533, -8.592e-4, 2.783e-5
-0.532, -8.665e-4, 2.782e-5
-0.531, -8.613e-4, 2.774e-5
-0.530, -8.664e-4, 2.778e-5
-0.529, -8.615e-4, 2.767e-5
-0.528, -8.652e-4, 2.771e-5
-0.527, -8.584e-4, 2.760e-5
-0.526, -8.643e-4, 2.776e-5
-0.525, -8.602e-4, 2.761e-5
-0.524, -8.661e-4, 2.767e-5
-0.523, -8.601e-4, 2.758e-5
-0.522, -8.643e-4, 2.763e-5
-0.521, -8.577e-4, 2.754e-5
-0.520, -8.637e-4, 2.761e-5
-0.519, -8.569e-4, 2.748e-5
-0.518, -8.640e-4, 2.761e-5
-0.517, -8.589e-4, 2.743e-5
-0.516, -8.642e-4, 2.753e-5
-0.515, -8.603e-4, 2.736e-5
-0.514, -8.678e-4, 2.741e-5
-0.513, -8.636e-4, 2.728e-5
-0.512, -8.709e-4, 2.737e-5
-0.511, -8.657e-4, 2.719e-5
-0.510, -8.695e-4, 2.725e-5
-0.509, -8.588e-4, 2.708e-5
-0.508, -8.609e-4, 2.724e-5
-0.507, -8.568e-4, 2.713e-5
-0.506, -8.683e-4, 2.729e-5
-0.505, -8.636e-4, 2.704e-5
-0.504, -8.694e-4, 2.717e-5
-0.503, -8.629e-4, 2.704e-5
-0.502, -8.677e-4, 2.710e-5
-0.501, -8.583e-4, 2.694e-5
-0.500, -8.633e-4, 2.712e-5
-0.499, -8.564e-4, 2.686e-5
-0.498, -8.637e-4, 2.703e-5
-0.497, -8.583e-4, 2.688e-5
-0.496, -8.669e-4, 2.701e-5
-0.495, -8.593e-4, 2.678e-5
-0.494, -8.655e-4, 2.694e-5
-0.493, -8.600e-4, 2.676e-5
-0.492, -8.696e-4, 2.690e-5
-0.491, -8.631e-4, 2.671e-5
-0.490, -8.687e-4, 2.680e-5
-0.489, -8.623e-4, 2.666e-5
-0.488, -8.721e-4, 2.676e-5
-0.487, -8.660e-4, 2.651e-5
-0.486, -8.709e-4, 2.665e-5
-0.485, -8.666e-4, 2.644e-5
-0.484, -8.728e-4, 2.651e-5
-0.483, -8.667e-4, 2.629e-5
-0.482, -8.735e-4, 2.635e-5
-0.481, -8.701e-4, 2.614e-5
-0.480, -8.763e-4, 2.615e-5
-0.479, -8.678e-4, 2.589e-5
-0.478, -8.709e-4, 2.601e-5
-0.477, -8.658e-4, 2.582e-5
-0.476, -8.716e-4, 2.591e-5
-0.475, -8.699e-4, 2.571e-5
-0.474, -8.772e-4, 2.573e-5
-0.473, -8.719e-4, 2.553e-5
-0.472, -8.784e-4, 2.559e-5
-0.471, -8.714e-4, 2.535e-5
-0.470, -8.754e-4, 2.549e-5
-0.469, -8.730e-4, 2.534e-5
-0.468, -8.760e-4, 2.539e-5
-0.467, -8.691e-4, 2.523e-5
-0.466, -8.730e-4, 2.532e-5
-0.465, -8.667e-4, 2.513e-5
-0.464, -8.716e-4, 2.526e-5
-0.463, -8.703e-4, 2.507e-5
-0.462, -8.766e-4, 2.515e-5
-0.461, -8.745e-4, 2.498e-5
-0.460, -8.811e-4, 2.505e-5
-0.459, -8.779e-4, 2.488e-5
-0.458, -8.836e-4, 2.495e-5
-0.457, -8.795e-4, 2.473e-5
-0.456, -8.814e-4, 2.475e-5
-0.455, -8.770e-4, 2.457e-5
-0.454, -8.832e-4, 2.460e-5
-0.453, -8.800e-4, 2.437e-5
-0.452, -8.836e-4, 2.443e-5
-0.451, -8.821e-4, 2.425e-5
-0.450, -8.843e-4, 2.427e-5
-0.449, -8.817e-4, 2.408e-5
-0.448, -8.845e-4, 2.409e-5
-0.447, -8.809e-4, 2.394e-5
-0.446, -8.830e-4, 2.398e-5
-0.445, -8.809e-4, 2.382e-5
-0.444, -8.799e-4, 2.388e-5
-0.443, -8.776e-4, 2.376e-5
-0.442, -8.762e-4, 2.388e-5
-0.441, -8.723e-4, 2.376e-5
-0.440, -8.683e-4, 2.386e-5
-0.439, -8.661e-4, 2.382e-5
-0.438, -8.666e-4, 2.388e-5
-0.437, -8.672e-4, 2.383e-5
-0.436, -8.704e-4, 2.390e-5
-0.435, -8.726e-4, 2.385e-5
-0.434, -8.756e-4, 2.394e-5
-0.433, -8.762e-4, 2.386e-5
-0.432, -8.752e-4, 2.384e-5
-0.431, -8.731e-4, 2.376e-5
-0.430, -8.747e-4, 2.379e-5
-0.429, -8.751e-4, 2.370e-5
-0.428, -8.736e-4, 2.371e-5
-0.427, -8.741e-4, 2.365e-5
-0.426, -8.757e-4, 2.366e-5
-0.425, -8.776e-4, 2.359e-5
-0.424, -8.799e-4, 2.360e-5
-0.423, -8.827e-4, 2.353e-5
-0.422, -8.818e-4, 2.349e-5
-0.421, -8.831e-4, 2.342e-5
-0.420, -8.836e-4, 2.339e-5
-0.419, -8.888e-4, 2.335e-5
-0.418, -8.880e-4, 2.330e-5
-0.417, -8.875e-4, 2.320e-5
-0.416, -8.832e-4, 2.319e-5
-0.415, -8.807e-4, 2.317e-5
-0.414, -8.779e-4, 2.316e-5
-0.413, -8.796e-4, 2.317e-5
-0.412, -8.795e-4, 2.314e-5
-0.411, -8.828e-4, 2.313e-5
-0.410, -8.816e-4, 2.308e-5
-0.409, -8.867e-4, 2.309e-5
-0.408, -8.858e-4, 2.304e-5
-0.407, -8.872e-4, 2.301e-5
-0.406, -8.827e-4, 2.295e-5
-0.405, -8.861e-4, 2.296e-5
-0.404, -8.839e-4, 2.290e-5
-0.403, -8.883e-4, 2.289e-5
-0.402, -8.842e-4, 2.283e-5
-0.401, -8.895e-4, 2.286e-5
-0.400, -8.855e-4, 2.278e-5
-0.399, -8.887e-4, 2.280e-5
-0.398, -8.839e-4, 2.273e-5
-0.397, -8.901e-4, 2.278e-5
-0.396, -8.853e-4, 2.266e-5
-0.395, -8.893e-4, 2.267e-5
-0.394, -8.890e-4, 2.254e-5
-0.393, -8.937e-4, 2.254e-5
-0.392, -8.823e-4, 2.240e-5
-0.391, -8.847e-4, 2.248e-5
-0.390, -8.775e-4, 2.240e-5
-0.389, -8.814e-4, 2.250e-5
-0.388, -8.804e-4, 2.242e-5
-0.387, -8.894e-4, 2.243e-5
-0.386, -8.818e-4, 2.230e-5
-0.385, -8.878e-4, 2.238e-5
-0.384, -8.833e-4, 2.229e-5
-0.383, -8.868e-4, 2.237e-5
-0.382, -8.806e-4, 2.227e-5
-0.381, -8.881e-4, 2.237e-5
-0.380, -8.830e-4, 2.222e-5
-0.379, -8.888e-4, 2.233e-5
-0.378, -8.817e-4, 2.220e-5
-0.377, -8.867e-4, 2.232e-5
-0.376, -8.824e-4, 2.222e-5
-0.375, -8.880e-4, 2.234e-5
-0.374, -8.832e-4, 2.223e-5
-0.373, -8.888e-4, 2.235e-5
-0.372, -8.810e-4, 2.223e-5
-0.371, -8.856e-4, 2.234e-5
-0.370, -8.832e-4, 2.225e-5
-0.369, -8.918e-4, 2.235e-5
-0.368, -8.882e-4, 2.220e-5
-0.367, -8.966e-4, 2.231e-5
-0.366, -8.917e-4, 2.213e-5
-0.365, -8.946e-4, 2.222e-5
-0.364, -8.867e-4, 2.203e-5
-0.363, -8.908e-4, 2.214e-5
-0.362, -8.847e-4, 2.198e-5
-0.361, -8.933e-4, 2.212e-5
-0.360, -8.876e-4, 2.198e-5
-0.359, -8.921e-4, 2.210e-5
-0.358, -8.822e-4, 2.196e-5
-0.357, -8.889e-4, 2.210e-5
-0.356, -8.835e-4, 2.197e-5
-0.355, -8.914e-4, 2.212e-5
-0.354, -8.862e-4, 2.199e-5
-0.353, -8.931e-4, 2.211e-5
-0.352, -8.853e-4, 2.196e-5
-0.351, -8.898e-4, 2.206e-5
-0.350, -8.834e-4, 2.191e-5
-0.349, -8.909e-4, 2.204e-5
-0.348, -8.821e-4, 2.190e-5
-0.347, -8.888e-4, 2.205e-5
-0.346, -8.818e-4, 2.193e-5
-0.345, -8.886e-4, 2.205e-5
-0.344, -8.828e-4, 2.192e-5
-0.343, -8.910e-4, 2.207e-5
-0.342, -8.852e-4, 2.193e-5
-0.341, -8.901e-4, 2.205e-5
-0.340, -8.843e-4, 2.194e-5
-0.339, -8.935e-4, 2.208e-5
-0.338, -8.876e-4, 2.193e-5
-0.337, -8.918e-4, 2.204e-5
-0.336, -8.864e-4, 2.190e-5
-0.335, -8.933e-4, 2.202e-5
-0.334, -8.859e-4, 2.189e-5
-0.333, -8.902e-4, 2.201e-5
-0.332, -8.830e-4, 2.187e-5
-0.331, -8.888e-4, 2.202e-5
-0.330, -8.837e-4, 2.189e-5
-0.329, -8.903e-4, 2.203e-5
-0.328, -8.855e-4, 2.190e-5
-0.327, -8.894e-4, 2.201e-5
-0.326, -8.834e-4, 2.189e-5
-0.325, -8.905e-4, 2.202e-5
-0.324, -8.866e-4, 2.190e-5
-0.323, -8.906e-4, 2.203e-5
-0.322, -8.858e-4, 2.192e-5
-0.321, -8.915e-4, 2.204e-5
-0.320, -8.873e-4, 2.191e-5
-0.319, -8.929e-4, 2.201e-5
-0.318, -8.893e-4, 2.186e-5
-0.317, -8.926e-4, 2.197e-5
-0.316, -8.859e-4, 2.187e-5
-0.315, -8.890e-4, 2.199e-5
-0.314, -8.832e-4, 2.189e-5
-0.313, -8.880e-4, 2.199e-5
-0.312, -8.842e-4, 2.188e-5
-0.311, -8.889e-4, 2.199e-5
-0.310, -8.860e-4, 2.188e-5
-0.309, -8.911e-4, 2.199e-5
-0.308, -8.877e-4, 2.188e-5
-0.307, -8.890e-4, 2.195e-5
-0.306, -8.861e-4, 2.185e-5
-0.305, -8.889e-4, 2.192e-5
-0.304, -8.880e-4, 2.181e-5
-0.303, -8.924e-4, 2.187e-5
-0.302, -8.913e-4, 2.177e-5
-0.301, -8.931e-4, 2.182e-5
-0.300, -8.903e-4, 2.172e-5
-0.299, -8.913e-4, 2.178e-5
-0.298, -8.897e-4, 2.170e-5
-0.297, -8.892e-4, 2.175e-5
-0.296, -8.887e-4, 2.168e-5
-0.295, -8.913e-4, 2.175e-5
-0.294, -8.931e-4, 2.168e-5
-0.293, -8.902e-4, 2.169e-5
-0.292, -8.901e-4, 2.163e-5
-0.291, -8.887e-4, 2.165e-5
-0.290, -8.882e-4, 2.159e-5
-0.289, -8.873e-4, 2.162e-5
-0.288, -8.865e-4, 2.157e-5
-0.287, -8.838e-4, 2.158e-5
-0.286, -8.847e-4, 2.155e-5
-0.285, -8.843e-4, 2.158e-5
-0.284, -8.892e-4, 2.156e-5
-0.283, -8.868e-4, 2.156e-5
-0.282, -8.868e-4, 2.154e-5
-0.281, -8.844e-4, 2.152e-5
-0.280, -8.866e-4, 2.153e-5
-0.279, -8.852e-4, 2.153e-5
-0.278, -8.861e-4, 2.153e-5
-0.277, -8.844e-4, 2.153e-5
-0.276, -8.876e-4, 2.156e-5
-0.275, -8.844e-4, 2.155e-5
-0.274, -8.872e-4, 2.160e-5
-0.273, -8.844e-4, 2.160e-5
-0.272, -8.906e-4, 2.167e-5
-0.271, -8.862e-4, 2.162e-5
-0.270, -8.857e-4, 2.166e-5
-0.269, -8.824e-4, 2.164e-5
-0.268, -8.870e-4, 2.169e-5
-0.267, -8.838e-4, 2.165e-5
-0.266, -8.866e-4, 2.171e-5
-0.265, -8.825e-4, 2.167e-5
-0.264, -8.879e-4, 2.174e-5
-0.263, -8.843e-4, 2.170e-5
-0.262, -8.901e-4, 2.177e-5
-0.261, -8.835e-4, 2.170e-5
-0.260, -8.858e-4, 2.176e-5
-0.259, -8.805e-4, 2.170e-5
-0.258, -8.888e-4, 2.180e-5
-0.257, -8.798e-4, 2.169e-5
-0.256, -8.852e-4, 2.177e-5
-0.255, -8.797e-4, 2.168e-5
-0.254, -8.857e-4, 2.177e-5
-0.253, -8.789e-4, 2.167e-5
-0.252, -8.847e-4, 2.176e-5
-0.251, -8.814e-4, 2.167e-5
-0.250, -8.881e-4, 2.176e-5
-0.249, -8.812e-4, 2.165e-5
-0.248, -8.875e-4, 2.174e-5
-0.247, -8.805e-4, 2.165e-5
-0.246, -8.865e-4, 2.175e-5
-0.245, -8.813e-4, 2.165e-5
-0.244, -8.871e-4, 2.175e-5
-0.243, -8.816e-4, 2.164e-5
-0.242, -8.852e-4, 2.176e-5
-0.241, -8.774e-4, 2.163e-5
-0.240, -8.860e-4, 2.176e-5
-0.239, -8.801e-4, 2.165e-5
-0.238, -8.867e-4, 2.178e-5
-0.237, -8.792e-4, 2.165e-5
-0.236, -8.851e-4, 2.178e-5
-0.235, -8.781e-4, 2.166e-5
-0.234, -8.836e-4, 2.180e-5
-0.233, -8.788e-4, 2.168e-5
-0.232, -8.864e-4, 2.182e-5
-0.231, -8.780e-4, 2.167e-5
-0.230, -8.849e-4, 2.182e-5
-0.229, -8.771e-4, 2.168e-5
-0.228, -8.824e-4, 2.180e-5
-0.227, -8.737e-4, 2.167e-5
-0.226, -8.809e-4, 2.180e-5
-0.225, -8.759e-4, 2.168e-5
-0.224, -8.842e-4, 2.182e-5
-0.223, -8.770e-4, 2.168e-5
-0.222, -8.845e-4, 2.180e-5
-0.221, -8.753e-4, 2.165e-5
-0.220, -8.819e-4, 2.177e-5
-0.219, -8.758e-4, 2.163e-5
-0.218, -8.847e-4, 2.178e-5
-0.217, -8.784e-4, 2.165e-5
-0.216, -8.845e-4, 2.178e-5
-0.215, -8.770e-4, 2.165e-5
-0.214, -8.818e-4, 2.177e-5
-0.213, -8.756e-4, 2.164e-5
-0.212, -8.808e-4, 2.176e-5
-0.211, -8.734e-4, 2.162e-5
-0.210, -8.787e-4, 2.174e-5
-0.209, -8.726e-4, 2.161e-5
-0.208, -8.794e-4, 2.171e-5
-0.207, -8.715e-4, 2.158e-5
-0.206, -8.769e-4, 2.169e-5
-0.205, -8.709e-4, 2.155e-5
-0.204, -8.748e-4, 2.167e-5
-0.203, -8.700e-4, 2.154e-5
-0.202, -8.757e-4, 2.165e-5
-0.201, -8.709e-4, 2.153e-5
-0.200, -8.771e-4, 2.165e-5
-0.199, -8.714e-4, 2.153e-5
-0.198, -8.764e-4, 2.163e-5
-0.197, -8.697e-4, 2.148e-5
-0.196, -8.739e-4, 2.157e-5
-0.195, -8.675e-4, 2.142e-5
-0.194, -8.708e-4, 2.152e-5
-0.193, -8.647e-4, 2.139e-5
-0.192, -8.675e-4, 2.151e-5
-0.191, -8.624e-4, 2.141e-5
-0.190, -8.648e-4, 2.152e-5
-0.189, -8.593e-4, 2.143e-5
-0.188, -8.648e-4, 2.156e-5
-0.187, -8.614e-4, 2.148e-5
-0.186, -8.652e-4, 2.159e-5
-0.185, -8.611e-4, 2.151e-5
-0.184, -8.617e-4, 2.160e-5
-0.183, -8.577e-4, 2.153e-5
-0.182, -8.588e-4, 2.161e-5
-0.181, -8.568e-4, 2.153e-5
-0.180, -8.584e-4, 2.163e-5
-0.179, -8.577e-4, 2.157e-5
-0.178, -8.602e-4, 2.164e-5
-0.177, -8.563e-4, 2.156e-5
-0.176, -8.561e-4, 2.162e-5
-0.175, -8.532e-4, 2.155e-5
-0.174, -8.520e-4, 2.160e-5
-0.173, -8.495e-4, 2.154e-5
-0.172, -8.478e-4, 2.156e-5
-0.171, -8.473e-4, 2.150e-5
-0.170, -8.460e-4, 2.153e-5
-0.169, -8.447e-4, 2.147e-5
-0.168, -8.431e-4, 2.148e-5
-0.167, -8.383e-4, 2.141e-5
-0.166, -8.369e-4, 2.142e-5
-0.165, -8.382e-4, 2.139e-5
-0.164, -8.361e-4, 2.140e-5
-0.163, -8.353e-4, 2.138e-5
-0.162, -8.319e-4, 2.139e-5
-0.161, -8.310e-4, 2.138e-5
-0.160, -8.286e-4, 2.140e-5
-0.159, -8.282e-4, 2.141e-5
-0.158, -8.260e-4, 2.143e-5
-0.157, -8.260e-4, 2.143e-5
-0.156, -8.231e-4, 2.142e-5
-0.155, -8.221e-4, 2.143e-5
-0.154, -8.177e-4, 2.141e-5
-0.153, -8.162e-4, 2.141e-5
-0.152, -8.111e-4, 2.139e-5
-0.151, -8.106e-4, 2.141e-5
-0.150, -8.060e-4, 2.137e-5
-0.149, -8.059e-4, 2.140e-5
-0.148, -8.008e-4, 2.136e-5
-0.147, -8.014e-4, 2.138e-5
-0.146, -7.966e-4, 2.133e-5
-0.145, -7.961e-4, 2.135e-5
-0.144, -7.904e-4, 2.128e-5
-0.143, -7.893e-4, 2.131e-5
-0.142, -7.815e-4, 2.126e-5
-0.141, -7.811e-4, 2.130e-5
-0.140, -7.734e-4, 2.123e-5
-0.139, -7.739e-4, 2.128e-5
-0.138, -7.679e-4, 2.119e-5
-0.137, -7.698e-4, 2.121e-5
-0.136, -7.618e-4, 2.111e-5
-0.135, -7.594e-4, 2.115e-5
-0.134, -7.512e-4, 2.106e-5
-0.133, -7.492e-4, 2.111e-5
-0.132, -7.406e-4, 2.101e-5
-0.131, -7.395e-4, 2.106e-5
-0.130, -7.304e-4, 2.095e-5
-0.129, -7.297e-4, 2.100e-5
-0.128, -7.217e-4, 2.090e-5
-0.127, -7.203e-4, 2.095e-5
-0.126, -7.115e-4, 2.084e-5
-0.125, -7.093e-4, 2.090e-5
-0.124, -7.002e-4, 2.078e-5
-0.123, -6.974e-4, 2.084e-5
-0.122, -6.878e-4, 2.072e-5
-0.121, -6.851e-4, 2.077e-5
-0.120, -6.757e-4, 2.065e-5
-0.119, -6.737e-4, 2.069e-5
-0.118, -6.640e-4, 2.055e-5
-0.117, -6.621e-4, 2.058e-5
-0.116, -6.529e-4, 2.044e-5
-0.115, -6.507e-4, 2.047e-5
-0.114, -6.390e-4, 2.033e-5
-0.113, -6.341e-4, 2.037e-5
-0.112, -6.236e-4, 2.023e-5
-0.111, -6.215e-4, 2.024e-5
-0.110, -6.095e-4, 2.009e-5
-0.109, -6.045e-4, 2.014e-5
-0.108, -5.884e-4, 2.006e-5
-0.107, -5.828e-4, 2.014e-5
-0.106, -5.691e-4, 2.007e-5
-0.105, -5.649e-4, 2.013e-5
-0.104, -5.524e-4, 2.004e-5
-0.103, -5.488e-4, 2.008e-5
-0.102, -5.364e-4, 1.997e-5
-0.101, -5.334e-4, 2.001e-5
-0.100, -5.203e-4, 1.988e-5
-0.099, -5.174e-4, 1.991e-5
-0.098, -5.043e-4, 1.979e-5
-0.097, -5.005e-4, 1.980e-5
-0.096, -4.869e-4, 1.970e-5
-0.095, -4.829e-4, 1.971e-5
-0.094, -4.700e-4, 1.961e-5
-0.093, -4.651e-4, 1.962e-5
-0.092, -4.515e-4, 1.951e-5
-0.091, -4.470e-4, 1.951e-5
-0.090, -4.333e-4, 1.940e-5
-0.089, -4.288e-4, 1.939e-5
-0.088, -4.156e-4, 1.929e-5
-0.087, -4.113e-4, 1.927e-5
-0.086, -3.983e-4, 1.917e-5
-0.085, -3.936e-4, 1.914e-5
-0.084, -3.794e-4, 1.904e-5
-0.083, -3.740e-4, 1.902e-5
-0.082, -3.585e-4, 1.895e-5
-0.081, -3.526e-4, 1.895e-5
-0.080, -3.378e-4, 1.889e-5
-0.079, -3.335e-4, 1.889e-5
-0.078, -3.196e-4, 1.880e-5
-0.077, -3.161e-4, 1.878e-5
-0.076, -3.027e-4, 1.869e-5
-0.075, -2.981e-4, 1.867e-5
-0.074, -2.831e-4, 1.858e-5
-0.073, -2.782e-4, 1.858e-5
-0.072, -2.647e-4, 1.850e-5
-0.071, -2.605e-4, 1.848e-5
-0.070, -2.454e-4, 1.842e-5
-0.069, -2.404e-4, 1.841e-5
-0.068, -2.256e-4, 1.835e-5
-0.067, -2.221e-4, 1.835e-5
-0.066, -2.084e-4, 1.829e-5
-0.065, -2.047e-4, 1.828e-5
-0.064, -1.918e-4, 1.821e-5
-0.063, -1.880e-4, 1.819e-5
-0.062, -1.747e-4, 1.812e-5
-0.061, -1.711e-4, 1.810e-5
-0.060, -1.577e-4, 1.804e-5
-0.059, -1.545e-4, 1.803e-5
-0.058, -1.419e-4, 1.797e-5
-0.057, -1.382e-4, 1.795e-5
-0.056, -1.265e-4, 1.789e-5
-0.055, -1.231e-4, 1.787e-5
-0.054, -1.112e-4, 1.781e-5
-0.053, -1.084e-4, 1.779e-5
-0.052, -9.652e-5, 1.773e-5
-0.051, -9.403e-5, 1.772e-5
-0.050, -8.254e-5, 1.766e-5
-0.049, -7.965e-5, 1.765e-5
-0.048, -6.894e-5, 1.759e-5
-0.047, -6.621e-5, 1.758e-5
-0.046, -5.573e-5, 1.752e-5
-0.045, -5.331e-5, 1.751e-5
-0.044, -4.294e-5, 1.744e-5
-0.043, -4.076e-5, 1.744e-5
-0.042, -3.070e-5, 1.739e-5
-0.041, -2.807e-5, 1.739e-5
-0.040, -1.876e-5, 1.733e-5
-0.039, -1.634e-5, 1.734e-5
-0.038, -7.315e-6, 1.728e-5
-0.037, -5.367e-6, 1.730e-5
-0.036, 3.413e-6, 1.723e-5
-0.035, 5.176e-6, 1.724e-5
-0.034, 1.307e-5, 1.718e-5
-0.033, 1.490e-5, 1.719e-5
-0.032, 2.223e-5, 1.713e-5
-0.031, 2.453e-5, 1.715e-5
-0.030, 3.177e-5, 1.708e-5
-0.029, 3.370e-5, 1.711e-5
-0.028, 4.076e-5, 1.705e-5
-0.027, 4.285e-5, 1.707e-5
-0.026, 4.932e-5, 1.701e-5
-0.025, 5.187e-5, 1.705e-5
-0.024, 5.742e-5, 1.700e-5
-0.023, 5.954e-5, 1.703e-5
-0.022, 6.467e-5, 1.697e-5
-0.021, 6.650e-5, 1.700e-5
-0.020, 7.148e-5, 1.694e-5
-0.019, 7.354e-5, 1.697e-5
-0.018, 7.778e-5, 1.691e-5
-0.017, 8.011e-5, 1.694e-5
-0.016, 8.376e-5, 1.689e-5
-0.015, 8.620e-5, 1.691e-5
-0.014, 8.952e-5, 1.686e-5
-0.013, 9.185e-5, 1.689e-5
-0.012, 9.493e-5, 1.682e-5
-0.011, 9.721e-5, 1.685e-5
-0.010, 9.975e-5, 1.680e-5
-0.009, 1.028e-4, 1.683e-5
-0.008, 1.042e-4, 1.678e-5
-0.007, 1.077e-4, 1.680e-5
-0.006, 1.089e-4, 1.674e-5
-0.005, 1.119e-4, 1.678e-5
-0.004, 1.128e-4, 1.673e-5
-0.003, 1.162e-4, 1.676e-5
-0.002, 1.165e-4, 1.670e-5
-0.001, 1.206e-4, 1.673e-5
-0.000, 1.223e-4, 1.668e-5
0.001, 1.257e-4, 1.672e-5
0.002, 1.243e-4, 1.666e-5
0.003, 1.286e-4, 1.670e-5
0.004, 1.274e-4, 1.665e-5
0.005, 1.318e-4, 1.668e-5
0.006, 1.301e-4, 1.663e-5
0.007, 1.352e-4, 1.667e-5
0.008, 1.328e-4, 1.662e-5
0.009, 1.382e-4, 1.665e-5
0.010, 1.356e-4, 1.660e-5
0.011, 1.408e-4, 1.664e-5
0.012, 1.381e-4, 1.660e-5
0.013, 1.435e-4, 1.663e-5
0.014, 1.402e-4, 1.659e-5
0.015, 1.464e-4, 1.661e-5
0.016, 1.426e-4, 1.658e-5
0.017, 1.486e-4, 1.661e-5
0.018, 1.445e-4, 1.657e-5
0.019, 1.507e-4, 1.659e-5
0.020, 1.466e-4, 1.655e-5
0.021, 1.531e-4, 1.658e-5
0.022, 1.486e-4, 1.654e-5
0.023, 1.556e-4, 1.657e-5
0.024, 1.504e-4, 1.654e-5
0.025, 1.575e-4, 1.656e-5
0.026, 1.525e-4, 1.652e-5
0.027, 1.595e-4, 1.655e-5
0.028, 1.545e-4, 1.652e-5
0.029, 1.617e-4, 1.654e-5
0.030, 1.563e-4, 1.651e-5
0.031, 1.642e-4, 1.654e-5
0.032, 1.584e-4, 1.652e-5
0.033, 1.661e-4, 1.654e-5
0.034, 1.603e-4, 1.651e-5
0.035, 1.673e-4, 1.654e-5
0.036, 1.618e-4, 1.651e-5
0.037, 1.691e-4, 1.653e-5
0.038, 1.633e-4, 1.652e-5
0.039, 1.710e-4, 1.652e-5
0.040, 1.649e-4, 1.651e-5
0.041, 1.725e-4, 1.652e-5
0.042, 1.667e-4, 1.650e-5
0.043, 1.740e-4, 1.651e-5
0.044, 1.682e-4, 1.650e-5
0.045, 1.754e-4, 1.650e-5
0.046, 1.696e-4, 1.650e-5
0.047, 1.768e-4, 1.649e-5
0.048, 1.710e-4, 1.649e-5
0.049, 1.782e-4, 1.647e-5
0.050, 1.727e-4, 1.647e-5
0.051, 1.794e-4, 1.646e-5
0.052, 1.742e-4, 1.647e-5
0.053, 1.807e-4, 1.646e-5
0.054, 1.756e-4, 1.647e-5
0.055, 1.824e-4, 1.645e-5
0.056, 1.768e-4, 1.647e-5
