Mar. 10, 2019   12:09:40
Cyclic Voltammetry
File: 
Data Source:  Experiment
Instrument Model:  CHI760E
Header: 
Note: 

Init E (V) = 0.2
High E (V) = 0.2
Low E (V) = -0.8
Init P/N = N
Scan Rate (V/s) = 0.01
Segment = 7
Sample Interval (V) = 0.001
Quiet Time (sec) = 2
Sensitivity (A/V) = 0.001
2nd E (V) = 0.6
Sens 2 (A/V) = 1e-4
Comp R (ohm) = 20.0

Segment 1:
Ep = -0.141V
ip = -1.036e-3A
Ah = -6.457e-3C

Segment 2:

Segment 3:
Ep = -0.134V
ip = -1.014e-3A
Ah = -5.793e-3C

Segment 4:

Segment 5:
Ep = -0.145V
ip = -1.007e-3A
Ah = -6.891e-3C

Ep = -0.665V
ip = -2.306e-5A
Ah = -1.842e-5C

Segment 6:

Segment 7:
Ep = -0.140V
ip = -1.012e-3A
Ah = -6.416e-3C

Ep = -0.380V
ip = -1.708e-5A
Ah = -1.052e-5C

Current 2:

Segment 1:

Segment 2:

Segment 3:

Segment 4:

Segment 5:

Segment 6:

Segment 7:

Potential/V, i1/A, i2/A
-0.163, -8.338e-4, 1.720e-5
-0.162, -8.356e-4, 1.727e-5
-0.161, -8.307e-4, 1.718e-5
-0.160, -8.323e-4, 1.725e-5
-0.159, -8.269e-4, 1.715e-5
-0.158, -8.278e-4, 1.720e-5
-0.157, -8.238e-4, 1.711e-5
-0.156, -8.243e-4, 1.716e-5
-0.155, -8.197e-4, 1.707e-5
-0.154, -8.191e-4, 1.713e-5
-0.153, -8.146e-4, 1.704e-5
-0.152, -8.134e-4, 1.709e-5
-0.151, -8.099e-4, 1.701e-5
-0.150, -8.078e-4, 1.705e-5
-0.149, -8.046e-4, 1.697e-5
-0.148, -8.020e-4, 1.700e-5
-0.147, -7.968e-4, 1.692e-5
-0.146, -7.940e-4, 1.696e-5
-0.145, -7.899e-4, 1.688e-5
-0.144, -7.871e-4, 1.691e-5
-0.143, -7.828e-4, 1.684e-5
-0.142, -7.806e-4, 1.687e-5
-0.141, -7.758e-4, 1.681e-5
-0.140, -7.729e-4, 1.684e-5
-0.139, -7.694e-4, 1.678e-5
-0.138, -7.675e-4, 1.679e-5
-0.137, -7.640e-4, 1.673e-5
-0.136, -7.600e-4, 1.672e-5
-0.135, -7.548e-4, 1.665e-5
-0.134, -7.489e-4, 1.664e-5
-0.133, -7.454e-4, 1.658e-5
-0.132, -7.399e-4, 1.658e-5
-0.131, -7.366e-4, 1.652e-5
-0.130, -7.309e-4, 1.652e-5
-0.129, -7.277e-4, 1.647e-5
-0.128, -7.219e-4, 1.647e-5
-0.127, -7.173e-4, 1.643e-5
-0.126, -7.098e-4, 1.643e-5
-0.125, -7.044e-4, 1.640e-5
-0.124, -6.968e-4, 1.640e-5
-0.123, -6.906e-4, 1.639e-5
-0.122, -6.828e-4, 1.639e-5
-0.121, -6.762e-4, 1.638e-5
-0.120, -6.704e-4, 1.638e-5
-0.119, -6.663e-4, 1.635e-5
-0.118, -6.605e-4, 1.633e-5
-0.117, -6.568e-4, 1.629e-5
-0.116, -6.497e-4, 1.626e-5
-0.115, -6.451e-4, 1.622e-5
-0.114, -6.378e-4, 1.618e-5
-0.113, -6.323e-4, 1.614e-5
-0.112, -6.248e-4, 1.609e-5
-0.111, -6.181e-4, 1.606e-5
-0.110, -6.093e-4, 1.600e-5
-0.109, -6.021e-4, 1.599e-5
-0.108, -5.932e-4, 1.593e-5
-0.107, -5.864e-4, 1.591e-5
-0.106, -5.767e-4, 1.586e-5
-0.105, -5.696e-4, 1.585e-5
-0.104, -5.600e-4, 1.580e-5
-0.103, -5.524e-4, 1.578e-5
-0.102, -5.419e-4, 1.572e-5
-0.101, -5.354e-4, 1.571e-5
-0.100, -5.255e-4, 1.565e-5
-0.099, -5.185e-4, 1.564e-5
-0.098, -5.090e-4, 1.556e-5
-0.097, -5.013e-4, 1.555e-5
-0.096, -4.909e-4, 1.548e-5
-0.095, -4.824e-4, 1.548e-5
-0.094, -4.704e-4, 1.542e-5
-0.093, -4.617e-4, 1.543e-5
-0.092, -4.491e-4, 1.538e-5
-0.091, -4.393e-4, 1.541e-5
-0.090, -4.276e-4, 1.538e-5
-0.089, -4.182e-4, 1.540e-5
-0.088, -4.085e-4, 1.536e-5
-0.087, -4.005e-4, 1.537e-5
-0.086, -3.908e-4, 1.531e-5
-0.085, -3.833e-4, 1.530e-5
-0.084, -3.732e-4, 1.524e-5
-0.083, -3.659e-4, 1.522e-5
-0.082, -3.545e-4, 1.515e-5
-0.081, -3.458e-4, 1.515e-5
-0.080, -3.348e-4, 1.510e-5
-0.079, -3.267e-4, 1.509e-5
-0.078, -3.165e-4, 1.503e-5
-0.077, -3.095e-4, 1.501e-5
-0.076, -3.000e-4, 1.494e-5
-0.075, -2.931e-4, 1.491e-5
-0.074, -2.820e-4, 1.484e-5
-0.073, -2.738e-4, 1.481e-5
-0.072, -2.626e-4, 1.477e-5
-0.071, -2.549e-4, 1.474e-5
-0.070, -2.439e-4, 1.470e-5
-0.069, -2.375e-4, 1.467e-5
-0.068, -2.256e-4, 1.462e-5
-0.067, -2.177e-4, 1.462e-5
-0.066, -2.055e-4, 1.459e-5
-0.065, -1.984e-4, 1.457e-5
-0.064, -1.874e-4, 1.455e-5
-0.063, -1.817e-4, 1.453e-5
-0.062, -1.707e-4, 1.449e-5
-0.061, -1.659e-4, 1.448e-5
-0.060, -1.547e-4, 1.443e-5
-0.059, -1.501e-4, 1.440e-5
-0.058, -1.391e-4, 1.436e-5
-0.057, -1.344e-4, 1.433e-5
-0.056, -1.236e-4, 1.429e-5
-0.055, -1.178e-4, 1.428e-5
-0.054, -1.055e-4, 1.426e-5
-0.053, -1.012e-4, 1.425e-5
-0.052, -9.016e-5, 1.422e-5
-0.051, -8.728e-5, 1.420e-5
-0.050, -7.647e-5, 1.417e-5
-0.049, -7.325e-5, 1.415e-5
-0.048, -6.266e-5, 1.412e-5
-0.047, -5.973e-5, 1.410e-5
-0.046, -4.891e-5, 1.407e-5
-0.045, -4.654e-5, 1.405e-5
-0.044, -3.618e-5, 1.403e-5
-0.043, -3.541e-5, 1.400e-5
-0.042, -2.553e-5, 1.396e-5
-0.041, -2.399e-5, 1.392e-5
-0.040, -1.372e-5, 1.390e-5
-0.039, -1.193e-5, 1.387e-5
-0.038, -1.065e-6, 1.385e-5
-0.037, -4.665e-8, 1.383e-5
-0.036, 1.074e-5, 1.380e-5
-0.035, 1.147e-5, 1.379e-5
-0.034, 2.169e-5, 1.377e-5
-0.033, 2.214e-5, 1.376e-5
-0.032, 3.183e-5, 1.375e-5
-0.031, 3.182e-5, 1.374e-5
-0.030, 4.132e-5, 1.371e-5
-0.029, 4.071e-5, 1.370e-5
-0.028, 5.021e-5, 1.367e-5
-0.027, 4.915e-5, 1.366e-5
-0.026, 5.833e-5, 1.364e-5
-0.025, 5.759e-5, 1.363e-5
-0.024, 6.628e-5, 1.361e-5
-0.023, 6.545e-5, 1.361e-5
-0.022, 7.467e-5, 1.359e-5
-0.021, 7.416e-5, 1.359e-5
-0.020, 8.321e-5, 1.357e-5
-0.019, 8.170e-5, 1.358e-5
-0.018, 8.933e-5, 1.356e-5
-0.017, 8.754e-5, 1.356e-5
-0.016, 9.482e-5, 1.354e-5
-0.015, 9.329e-5, 1.354e-5
-0.014, 1.010e-4, 1.351e-5
-0.013, 9.928e-5, 1.352e-5
-0.012, 1.070e-4, 1.349e-5
-0.011, 1.049e-4, 1.350e-5
-0.010, 1.120e-4, 1.348e-5
-0.009, 1.102e-4, 1.349e-5
-0.008, 1.165e-4, 1.346e-5
-0.007, 1.150e-4, 1.347e-5
-0.006, 1.214e-4, 1.344e-5
-0.005, 1.192e-4, 1.345e-5
-0.004, 1.254e-4, 1.342e-5
-0.003, 1.233e-4, 1.344e-5
-0.002, 1.292e-4, 1.340e-5
-0.001, 1.275e-4, 1.341e-5
-0.000, 1.355e-4, 1.338e-5
0.001, 1.331e-4, 1.340e-5
0.002, 1.384e-4, 1.337e-5
0.003, 1.364e-4, 1.340e-5
0.004, 1.417e-4, 1.337e-5
0.005, 1.397e-4, 1.340e-5
0.006, 1.445e-4, 1.336e-5
0.007, 1.429e-4, 1.339e-5
0.008, 1.473e-4, 1.335e-5
0.009, 1.456e-4, 1.338e-5
0.010, 1.502e-4, 1.333e-5
0.011, 1.486e-4, 1.336e-5
0.012, 1.532e-4, 1.333e-5
0.013, 1.515e-4, 1.336e-5
0.014, 1.555e-4, 1.332e-5
0.015, 1.546e-4, 1.335e-5
0.016, 1.579e-4, 1.331e-5
0.017, 1.571e-4, 1.334e-5
0.018, 1.604e-4, 1.330e-5
0.019, 1.597e-4, 1.333e-5
0.020, 1.628e-4, 1.329e-5
0.021, 1.620e-4, 1.333e-5
0.022, 1.649e-4, 1.328e-5
0.023, 1.645e-4, 1.332e-5
0.024, 1.670e-4, 1.328e-5
0.025, 1.669e-4, 1.331e-5
0.026, 1.694e-4, 1.327e-5
0.027, 1.690e-4, 1.331e-5
0.028, 1.714e-4, 1.326e-5
0.029, 1.714e-4, 1.329e-5
0.030, 1.732e-4, 1.326e-5
0.031, 1.737e-4, 1.329e-5
0.032, 1.752e-4, 1.325e-5
0.033, 1.757e-4, 1.328e-5
0.034, 1.770e-4, 1.324e-5
0.035, 1.774e-4, 1.328e-5
0.036, 1.787e-4, 1.323e-5
0.037, 1.793e-4, 1.327e-5
0.038, 1.803e-4, 1.323e-5
0.039, 1.816e-4, 1.326e-5
0.040, 1.818e-4, 1.322e-5
0.041, 1.834e-4, 1.325e-5
0.042, 1.834e-4, 1.321e-5
0.043, 1.850e-4, 1.325e-5
0.044, 1.851e-4, 1.320e-5
0.045, 1.867e-4, 1.323e-5
0.046, 1.863e-4, 1.319e-5
0.047, 1.886e-4, 1.323e-5
0.048, 1.877e-4, 1.318e-5
0.049, 1.903e-4, 1.322e-5
0.050, 1.893e-4, 1.317e-5
0.051, 1.919e-4, 1.321e-5
0.052, 1.908e-4, 1.316e-5
0.053, 1.938e-4, 1.319e-5
0.054, 1.922e-4, 1.316e-5
0.055, 1.957e-4, 1.319e-5
0.056, 1.935e-4, 1.315e-5
0.057, 1.974e-4, 1.318e-5
0.058, 1.952e-4, 1.315e-5
0.059, 1.987e-4, 1.318e-5
0.060, 1.965e-4, 1.314e-5
0.061, 2.005e-4, 1.318e-5
0.062, 1.975e-4, 1.314e-5
0.063, 2.019e-4, 1.317e-5
0.064, 1.986e-4, 1.314e-5
0.065, 2.034e-4, 1.316e-5
0.066, 2.003e-4, 1.313e-5
0.067, 2.048e-4, 1.316e-5
0.068, 2.015e-4, 1.312e-5
0.069, 2.062e-4, 1.315e-5
0.070, 2.028e-4, 1.312e-5
0.071, 2.081e-4, 1.315e-5
0.072, 2.040e-4, 1.312e-5
0.073, 2.098e-4, 1.315e-5
0.074, 2.059e-4, 1.312e-5
0.075, 2.112e-4, 1.314e-5
0.076, 2.073e-4, 1.312e-5
0.077, 2.123e-4, 1.314e-5
0.078, 2.078e-4, 1.312e-5
0.079, 2.139e-4, 1.314e-5
0.080, 2.092e-4, 1.311e-5
0.081, 2.156e-4, 1.313e-5
0.082, 2.108e-4, 1.311e-5
0.083, 2.173e-4, 1.314e-5
0.084, 2.124e-4, 1.311e-5
0.085, 2.185e-4, 1.314e-5
0.086, 2.135e-4, 1.311e-5
0.087, 2.200e-4, 1.313e-5
0.088, 2.149e-4, 1.311e-5
0.089, 2.215e-4, 1.313e-5
0.090, 2.164e-4, 1.311e-5
0.091, 2.229e-4, 1.313e-5
0.092, 2.177e-4, 1.311e-5
0.093, 2.243e-4, 1.312e-5
0.094, 2.192e-4, 1.311e-5
0.095, 2.259e-4, 1.312e-5
0.096, 2.206e-4, 1.310e-5
0.097, 2.269e-4, 1.311e-5
0.098, 2.221e-4, 1.310e-5
0.099, 2.287e-4, 1.310e-5
0.100, 2.237e-4, 1.309e-5
0.101, 2.298e-4, 1.310e-5
0.102, 2.254e-4, 1.309e-5
0.103, 2.321e-4, 1.309e-5
0.104, 2.265e-4, 1.309e-5
0.105, 2.329e-4, 1.309e-5
0.106, 2.282e-4, 1.308e-5
0.107, 2.340e-4, 1.308e-5
0.108, 2.298e-4, 1.308e-5
0.109, 2.357e-4, 1.307e-5
0.110, 2.311e-4, 1.307e-5
0.111, 2.371e-4, 1.307e-5
0.112, 2.324e-4, 1.308e-5
0.113, 2.387e-4, 1.306e-5
0.114, 2.341e-4, 1.307e-5
0.115, 2.396e-4, 1.306e-5
0.116, 2.356e-4, 1.306e-5
0.117, 2.408e-4, 1.305e-5
0.118, 2.370e-4, 1.306e-5
0.119, 2.428e-4, 1.304e-5
0.120, 2.385e-4, 1.306e-5
0.121, 2.442e-4, 1.304e-5
0.122, 2.403e-4, 1.305e-5
0.123, 2.454e-4, 1.303e-5
0.124, 2.418e-4, 1.305e-5
0.125, 2.468e-4, 1.302e-5
0.126, 2.433e-4, 1.304e-5
0.127, 2.481e-4, 1.302e-5
0.128, 2.445e-4, 1.305e-5
0.129, 2.495e-4, 1.301e-5
0.130, 2.465e-4, 1.303e-5
0.131, 2.510e-4, 1.300e-5
0.132, 2.480e-4, 1.303e-5
0.133, 2.522e-4, 1.299e-5
0.134, 2.495e-4, 1.303e-5
0.135, 2.539e-4, 1.299e-5
0.136, 2.512e-4, 1.302e-5
0.137, 2.550e-4, 1.299e-5
0.138, 2.531e-4, 1.302e-5
0.139, 2.563e-4, 1.298e-5
0.140, 2.546e-4, 1.301e-5
0.141, 2.580e-4, 1.297e-5
0.142, 2.560e-4, 1.301e-5
0.143, 2.597e-4, 1.296e-5
0.144, 2.578e-4, 1.301e-5
0.145, 2.612e-4, 1.295e-5
0.146, 2.598e-4, 1.299e-5
0.147, 2.625e-4, 1.295e-5
0.148, 2.616e-4, 1.299e-5
0.149, 2.640e-4, 1.294e-5
0.150, 2.630e-4, 1.299e-5
0.151, 2.659e-4, 1.293e-5
0.152, 2.647e-4, 1.298e-5
0.153, 2.678e-4, 1.292e-5
0.154, 2.669e-4, 1.296e-5
0.155, 2.691e-4, 1.292e-5
0.156, 2.690e-4, 1.296e-5
0.157, 2.709e-4, 1.290e-5
0.158, 2.707e-4, 1.295e-5
0.159, 2.727e-4, 1.290e-5
0.160, 2.725e-4, 1.295e-5
0.161, 2.746e-4, 1.289e-5
0.162, 2.748e-4, 1.294e-5
0.163, 2.765e-4, 1.288e-5
0.164, 2.768e-4, 1.293e-5
0.165, 2.782e-4, 1.287e-5
0.166, 2.788e-4, 1.293e-5
0.167, 2.799e-4, 1.286e-5
0.168, 2.807e-4, 1.292e-5
0.169, 2.817e-4, 1.286e-5
0.170, 2.829e-4, 1.291e-5
0.171, 2.837e-4, 1.285e-5
0.172, 2.853e-4, 1.290e-5
0.173, 2.858e-4, 1.284e-5
0.174, 2.873e-4, 1.289e-5
0.175, 2.876e-4, 1.283e-5
0.176, 2.894e-4, 1.289e-5
0.177, 2.893e-4, 1.282e-5
0.178, 2.918e-4, 1.287e-5
0.179, 2.909e-4, 1.281e-5
0.180, 2.938e-4, 1.287e-5
0.181, 2.929e-4, 1.280e-5
0.182, 2.958e-4, 1.286e-5
0.183, 2.951e-4, 1.279e-5
0.184, 2.980e-4, 1.285e-5
0.185, 2.971e-4, 1.278e-5
0.186, 3.006e-4, 1.284e-5
0.187, 2.989e-4, 1.278e-5
0.188, 3.030e-4, 1.283e-5
0.189, 3.007e-4, 1.277e-5
0.190, 3.050e-4, 1.282e-5
0.191, 3.030e-4, 1.275e-5
0.192, 3.072e-4, 1.281e-5
0.193, 3.052e-4, 1.275e-5
0.194, 3.097e-4, 1.280e-5
0.195, 3.071e-4, 1.274e-5
0.196, 3.122e-4, 1.279e-5
0.197, 3.094e-4, 1.273e-5
0.198, 3.144e-4, 1.278e-5
0.199, 3.117e-4, 1.272e-5
0.200, 2.779e-4, 1.299e-5
0.199, 2.030e-4, 1.319e-5
0.198, 1.721e-4, 1.332e-5
0.197, 1.458e-4, 1.335e-5
0.196, 1.347e-4, 1.344e-5
0.195, 1.183e-4, 1.345e-5
0.194, 1.127e-4, 1.351e-5
0.193, 9.902e-5, 1.352e-5
0.192, 9.609e-5, 1.357e-5
0.191, 8.391e-5, 1.358e-5
0.190, 8.200e-5, 1.363e-5
0.189, 7.059e-5, 1.364e-5
0.188, 6.943e-5, 1.369e-5
0.187, 5.937e-5, 1.368e-5
0.186, 5.833e-5, 1.373e-5
0.185, 4.856e-5, 1.374e-5
0.184, 4.901e-5, 1.378e-5
0.183, 3.911e-5, 1.378e-5
0.182, 3.993e-5, 1.381e-5
0.181, 3.048e-5, 1.383e-5
0.180, 3.145e-5, 1.386e-5
0.179, 2.259e-5, 1.387e-5
0.178, 2.389e-5, 1.389e-5
0.177, 1.459e-5, 1.390e-5
0.176, 1.647e-5, 1.392e-5
0.175, 7.958e-6, 1.393e-5
0.174, 9.849e-6, 1.395e-5
0.173, 1.445e-6, 1.396e-5
0.172, 3.561e-6, 1.398e-5
0.171, -4.190e-6, 1.400e-5
0.170, -1.881e-6, 1.401e-5
0.169, -9.982e-6, 1.404e-5
0.168, -7.495e-6, 1.405e-5
0.167, -1.573e-5, 1.407e-5
0.166, -1.317e-5, 1.407e-5
0.165, -2.105e-5, 1.408e-5
0.164, -1.862e-5, 1.409e-5
0.163, -2.587e-5, 1.410e-5
0.162, -2.329e-5, 1.410e-5
0.161, -3.048e-5, 1.412e-5
0.160, -2.761e-5, 1.412e-5
0.159, -3.469e-5, 1.414e-5
0.158, -3.166e-5, 1.414e-5
0.157, -3.852e-5, 1.415e-5
0.156, -3.596e-5, 1.416e-5
0.155, -4.220e-5, 1.416e-5
0.154, -3.953e-5, 1.416e-5
0.153, -4.582e-5, 1.418e-5
0.152, -4.296e-5, 1.418e-5
0.151, -4.940e-5, 1.420e-5
0.150, -4.661e-5, 1.419e-5
0.149, -5.233e-5, 1.421e-5
0.148, -4.999e-5, 1.420e-5
0.147, -5.531e-5, 1.422e-5
0.146, -5.288e-5, 1.422e-5
0.145, -5.844e-5, 1.424e-5
0.144, -5.580e-5, 1.422e-5
0.143, -6.119e-5, 1.425e-5
0.142, -5.868e-5, 1.424e-5
0.141, -6.358e-5, 1.427e-5
0.140, -6.162e-5, 1.425e-5
0.139, -6.603e-5, 1.428e-5
0.138, -6.407e-5, 1.426e-5
0.137, -6.889e-5, 1.429e-5
0.136, -6.660e-5, 1.427e-5
0.135, -7.129e-5, 1.429e-5
0.134, -6.915e-5, 1.428e-5
0.133, -7.330e-5, 1.431e-5
0.132, -7.161e-5, 1.429e-5
0.131, -7.504e-5, 1.431e-5
0.130, -7.344e-5, 1.429e-5
0.129, -7.745e-5, 1.433e-5
0.128, -7.549e-5, 1.431e-5
0.127, -7.935e-5, 1.434e-5
0.126, -7.776e-5, 1.432e-5
0.125, -8.130e-5, 1.434e-5
0.124, -7.994e-5, 1.434e-5
0.123, -8.285e-5, 1.436e-5
0.122, -8.172e-5, 1.435e-5
0.121, -8.484e-5, 1.438e-5
0.120, -8.340e-5, 1.437e-5
0.119, -8.635e-5, 1.438e-5
0.118, -8.519e-5, 1.437e-5
0.117, -8.773e-5, 1.440e-5
0.116, -8.703e-5, 1.438e-5
0.115, -8.904e-5, 1.439e-5
0.114, -8.842e-5, 1.439e-5
0.113, -9.086e-5, 1.441e-5
0.112, -9.011e-5, 1.439e-5
0.111, -9.230e-5, 1.441e-5
0.110, -9.177e-5, 1.439e-5
0.109, -9.349e-5, 1.441e-5
0.108, -9.358e-5, 1.441e-5
0.107, -9.463e-5, 1.442e-5
0.106, -9.466e-5, 1.440e-5
0.105, -9.612e-5, 1.442e-5
0.104, -9.590e-5, 1.441e-5
0.103, -9.723e-5, 1.443e-5
0.102, -9.761e-5, 1.442e-5
0.101, -9.826e-5, 1.443e-5
0.100, -9.877e-5, 1.442e-5
0.099, -9.896e-5, 1.444e-5
0.098, -9.965e-5, 1.443e-5
0.097, -9.999e-5, 1.444e-5
0.096, -1.008e-4, 1.443e-5
0.095, -1.015e-4, 1.445e-5
0.094, -1.022e-4, 1.443e-5
0.093, -1.024e-4, 1.446e-5
0.092, -1.035e-4, 1.445e-5
0.091, -1.031e-4, 1.445e-5
0.090, -1.043e-4, 1.444e-5
0.089, -1.040e-4, 1.446e-5
0.088, -1.054e-4, 1.445e-5
0.087, -1.049e-4, 1.447e-5
0.086, -1.065e-4, 1.446e-5
0.085, -1.056e-4, 1.447e-5
0.084, -1.077e-4, 1.446e-5
0.083, -1.064e-4, 1.448e-5
0.082, -1.085e-4, 1.447e-5
0.081, -1.075e-4, 1.448e-5
0.080, -1.097e-4, 1.447e-5
0.079, -1.086e-4, 1.448e-5
0.078, -1.110e-4, 1.447e-5
0.077, -1.096e-4, 1.448e-5
0.076, -1.129e-4, 1.447e-5
0.075, -1.110e-4, 1.447e-5
0.074, -1.141e-4, 1.446e-5
0.073, -1.114e-4, 1.446e-5
0.072, -1.139e-4, 1.446e-5
0.071, -1.113e-4, 1.447e-5
0.070, -1.143e-4, 1.447e-5
0.069, -1.119e-4, 1.448e-5
0.068, -1.158e-4, 1.448e-5
0.067, -1.127e-4, 1.448e-5
0.066, -1.161e-4, 1.449e-5
0.065, -1.129e-4, 1.450e-5
0.064, -1.166e-4, 1.450e-5
0.063, -1.140e-4, 1.451e-5
0.062, -1.179e-4, 1.452e-5
0.061, -1.151e-4, 1.452e-5
0.060, -1.197e-4, 1.453e-5
0.059, -1.160e-4, 1.453e-5
0.058, -1.206e-4, 1.453e-5
0.057, -1.172e-4, 1.454e-5
0.056, -1.217e-4, 1.454e-5
0.055, -1.183e-4, 1.453e-5
0.054, -1.228e-4, 1.453e-5
0.053, -1.191e-4, 1.453e-5
0.052, -1.237e-4, 1.454e-5
0.051, -1.195e-4, 1.453e-5
0.050, -1.241e-4, 1.453e-5
0.049, -1.202e-4, 1.454e-5
0.048, -1.246e-4, 1.454e-5
0.047, -1.204e-4, 1.454e-5
0.046, -1.247e-4, 1.456e-5
0.045, -1.206e-4, 1.456e-5
0.044, -1.258e-4, 1.457e-5
0.043, -1.211e-4, 1.458e-5
0.042, -1.262e-4, 1.460e-5
0.041, -1.229e-4, 1.460e-5
0.040, -1.280e-4, 1.461e-5
0.039, -1.249e-4, 1.460e-5
0.038, -1.296e-4, 1.460e-5
0.037, -1.253e-4, 1.459e-5
0.036, -1.302e-4, 1.460e-5
0.035, -1.252e-4, 1.460e-5
0.034, -1.306e-4, 1.462e-5
0.033, -1.265e-4, 1.461e-5
0.032, -1.318e-4, 1.462e-5
0.031, -1.277e-4, 1.461e-5
0.030, -1.332e-4, 1.463e-5
0.029, -1.291e-4, 1.461e-5
0.028, -1.349e-4, 1.462e-5
0.027, -1.303e-4, 1.459e-5
0.026, -1.360e-4, 1.461e-5
0.025, -1.317e-4, 1.458e-5
0.024, -1.369e-4, 1.460e-5
0.023, -1.323e-4, 1.459e-5
0.022, -1.370e-4, 1.461e-5
0.021, -1.326e-4, 1.459e-5
0.020, -1.375e-4, 1.461e-5
0.019, -1.334e-4, 1.460e-5
0.018, -1.366e-4, 1.464e-5
0.017, -1.328e-4, 1.464e-5
0.016, -1.382e-4, 1.467e-5
0.015, -1.349e-4, 1.467e-5
0.014, -1.400e-4, 1.469e-5
0.013, -1.370e-4, 1.469e-5
0.012, -1.421e-4, 1.471e-5
0.011, -1.387e-4, 1.469e-5
0.010, -1.437e-4, 1.471e-5
0.009, -1.406e-4, 1.470e-5
0.008, -1.454e-4, 1.473e-5
0.007, -1.426e-4, 1.472e-5
0.006, -1.472e-4, 1.474e-5
0.005, -1.444e-4, 1.472e-5
0.004, -1.491e-4, 1.474e-5
0.003, -1.465e-4, 1.473e-5
0.002, -1.516e-4, 1.475e-5
0.001, -1.497e-4, 1.473e-5
0.000, -1.559e-4, 1.475e-5
-0.001, -1.530e-4, 1.473e-5
-0.002, -1.567e-4, 1.474e-5
-0.003, -1.548e-4, 1.472e-5
-0.004, -1.601e-4, 1.474e-5
-0.005, -1.594e-4, 1.471e-5
-0.006, -1.643e-4, 1.470e-5
-0.007, -1.623e-4, 1.468e-5
-0.008, -1.650e-4, 1.470e-5
-0.009, -1.623e-4, 1.470e-5
-0.010, -1.651e-4, 1.473e-5
-0.011, -1.633e-4, 1.475e-5
-0.012, -1.679e-4, 1.478e-5
-0.013, -1.673e-4, 1.478e-5
-0.014, -1.723e-4, 1.482e-5
-0.015, -1.724e-4, 1.483e-5
-0.016, -1.768e-4, 1.486e-5
-0.017, -1.771e-4, 1.486e-5
-0.018, -1.819e-4, 1.487e-5
-0.019, -1.828e-4, 1.488e-5
-0.020, -1.877e-4, 1.489e-5
-0.021, -1.883e-4, 1.489e-5
-0.022, -1.932e-4, 1.491e-5
-0.023, -1.947e-4, 1.491e-5
-0.024, -1.992e-4, 1.491e-5
-0.025, -2.012e-4, 1.492e-5
-0.026, -2.057e-4, 1.493e-5
-0.027, -2.073e-4, 1.494e-5
-0.028, -2.117e-4, 1.496e-5
-0.029, -2.136e-4, 1.498e-5
-0.030, -2.182e-4, 1.499e-5
-0.031, -2.214e-4, 1.502e-5
-0.032, -2.265e-4, 1.504e-5
-0.033, -2.302e-4, 1.507e-5
-0.034, -2.352e-4, 1.508e-5
-0.035, -2.395e-4, 1.511e-5
-0.036, -2.452e-4, 1.511e-5
-0.037, -2.498e-4, 1.515e-5
-0.038, -2.556e-4, 1.516e-5
-0.039, -2.611e-4, 1.521e-5
-0.040, -2.666e-4, 1.522e-5
-0.041, -2.726e-4, 1.526e-5
-0.042, -2.785e-4, 1.526e-5
-0.043, -2.848e-4, 1.531e-5
-0.044, -2.914e-4, 1.532e-5
-0.045, -2.979e-4, 1.538e-5
-0.046, -3.051e-4, 1.539e-5
-0.047, -3.131e-4, 1.544e-5
-0.048, -3.200e-4, 1.545e-5
-0.049, -3.284e-4, 1.551e-5
-0.050, -3.356e-4, 1.553e-5
-0.051, -3.444e-4, 1.559e-5
-0.052, -3.526e-4, 1.559e-5
-0.053, -3.618e-4, 1.566e-5
-0.054, -3.701e-4, 1.567e-5
-0.055, -3.806e-4, 1.575e-5
-0.056, -3.888e-4, 1.575e-5
-0.057, -4.002e-4, 1.584e-5
-0.058, -4.082e-4, 1.583e-5
-0.059, -4.199e-4, 1.593e-5
-0.060, -4.287e-4, 1.593e-5
-0.061, -4.404e-4, 1.602e-5
-0.062, -4.499e-4, 1.602e-5
-0.063, -4.626e-4, 1.612e-5
-0.064, -4.721e-4, 1.612e-5
-0.065, -4.862e-4, 1.623e-5
-0.066, -4.954e-4, 1.622e-5
-0.067, -5.100e-4, 1.633e-5
-0.068, -5.206e-4, 1.633e-5
-0.069, -5.347e-4, 1.643e-5
-0.070, -5.454e-4, 1.642e-5
-0.071, -5.612e-4, 1.654e-5
-0.072, -5.704e-4, 1.653e-5
-0.073, -5.871e-4, 1.665e-5
-0.074, -5.969e-4, 1.665e-5
-0.075, -6.128e-4, 1.678e-5
-0.076, -6.227e-4, 1.678e-5
-0.077, -6.386e-4, 1.692e-5
-0.078, -6.500e-4, 1.691e-5
-0.079, -6.669e-4, 1.706e-5
-0.080, -6.784e-4, 1.704e-5
-0.081, -6.959e-4, 1.718e-5
-0.082, -7.079e-4, 1.714e-5
-0.083, -7.249e-4, 1.728e-5
-0.084, -7.376e-4, 1.727e-5
-0.085, -7.552e-4, 1.738e-5
-0.086, -7.686e-4, 1.735e-5
-0.087, -7.843e-4, 1.748e-5
-0.088, -7.958e-4, 1.747e-5
-0.089, -8.109e-4, 1.763e-5
-0.090, -8.206e-4, 1.764e-5
-0.091, -8.363e-4, 1.781e-5
-0.092, -8.477e-4, 1.782e-5
-0.093, -8.629e-4, 1.799e-5
-0.094, -8.743e-4, 1.799e-5
-0.095, -8.904e-4, 1.816e-5
